@relation bookkeeper5Testing-weka.filters.unsupervised.attribute.Remove-R2

@attribute Version {4.2.2}
@attribute NR numeric
@attribute NAUTHORS numeric
@attribute LOC numeric
@attribute LOC_ADDED numeric
@attribute AVGLOCADDED numeric
@attribute MAXLOCADDED numeric
@attribute CHURN numeric
@attribute AVGCHURN numeric
@attribute MAXCHURN numeric
@attribute BUGGY {No,Yes}

@data
4.2.2,3,1,877,89,29.666667,63,85,28.333333,63,Yes
4.2.2,2,1,319,63,31.5,35,62,31,31,Yes
4.2.2,1,1,27,27,27,27,27,27,27,No
4.2.2,0,0,55,0,0,0,0,0,0,No
4.2.2,1,1,94,94,94,94,94,94,94,No
4.2.2,0,0,191,0,0,0,0,0,0,No
4.2.2,0,0,90,0,0,0,0,0,0,No
4.2.2,1,1,90,90,90,90,90,90,90,No
4.2.2,1,1,271,1,1,1,2,2,2,Yes
4.2.2,1,1,138,2,2,2,1,1,1,No
4.2.2,0,0,79,0,0,0,0,0,0,No
4.2.2,0,0,82,0,0,0,0,0,0,No
4.2.2,0,0,147,0,0,0,0,0,0,No
4.2.2,0,0,422,0,0,0,0,0,0,Yes
4.2.2,5,1,1026,96,19.2,46,47,9.4,22,Yes
4.2.2,3,2,530,60,20,34,35,11.666667,29,No
4.2.2,0,0,189,0,0,0,0,0,0,Yes
4.2.2,1,1,167,2,2,2,0,0,0,Yes
4.2.2,0,0,86,0,0,0,0,0,0,No
4.2.2,2,1,195,18,9,11,13,6.5,8,Yes
4.2.2,2,1,374,22,11,17,13,6.5,11,Yes
4.2.2,2,2,573,577,288.5,572,573,286.5,572,No
4.2.2,0,0,126,0,0,0,0,0,0,Yes
4.2.2,1,1,106,2,2,2,0,0,0,No
4.2.2,0,0,109,0,0,0,0,0,0,No
4.2.2,0,0,85,0,0,0,0,0,0,No
4.2.2,1,1,237,5,5,5,1,1,1,No
4.2.2,1,1,345,31,31,31,30,30,30,Yes
4.2.2,1,1,47,47,47,47,47,47,47,No
4.2.2,2,2,781,86,43,61,86,43,61,Yes
4.2.2,0,0,27,0,0,0,0,0,0,No
4.2.2,0,0,89,0,0,0,0,0,0,No
4.2.2,2,1,300,14,7,10,3,1.5,2,No
4.2.2,3,1,166,30,10,27,13,4.333333,13,No
4.2.2,0,0,92,0,0,0,0,0,0,No
4.2.2,5,2,497,65,13,40,31,6.2,21,No
4.2.2,0,0,93,0,0,0,0,0,0,No
4.2.2,0,0,244,0,0,0,0,0,0,No
4.2.2,1,1,183,8,8,8,9,9,9,No
4.2.2,0,0,252,0,0,0,0,0,0,No
4.2.2,0,0,109,0,0,0,0,0,0,No
4.2.2,3,2,607,12,4,6,6,2,5,No
4.2.2,2,2,565,7,3.5,4,4,2,2,No
4.2.2,0,0,69,0,0,0,0,0,0,No
4.2.2,0,0,77,0,0,0,0,0,0,No
4.2.2,1,1,97,6,6,6,3,3,3,No
4.2.2,1,1,343,7,7,7,6,6,6,No
4.2.2,0,0,214,0,0,0,0,0,0,No
4.2.2,0,0,79,0,0,0,0,0,0,No
4.2.2,0,0,25,0,0,0,0,0,0,No
4.2.2,0,0,84,0,0,0,0,0,0,No
4.2.2,0,0,34,0,0,0,0,0,0,No
4.2.2,0,0,33,0,0,0,0,0,0,No
4.2.2,0,0,104,0,0,0,0,0,0,No
4.2.2,0,0,172,0,0,0,0,0,0,No
4.2.2,0,0,70,0,0,0,0,0,0,No
4.2.2,0,0,140,0,0,0,0,0,0,No
4.2.2,0,0,156,0,0,0,0,0,0,No
4.2.2,1,1,142,142,142,142,142,142,142,No
4.2.2,1,1,152,152,152,152,152,152,152,No
4.2.2,1,1,31,31,31,31,31,31,31,No
4.2.2,1,1,60,60,60,60,60,60,60,No
4.2.2,1,1,60,60,60,60,60,60,60,No
4.2.2,1,1,876,876,876,876,876,876,876,No
4.2.2,1,1,61,61,61,61,61,61,61,No
4.2.2,1,1,185,185,185,185,185,185,185,No
4.2.2,1,1,264,264,264,264,264,264,264,No
4.2.2,0,0,248,0,0,0,0,0,0,No
4.2.2,2,2,286,12,6,11,9,4.5,8,Yes
4.2.2,2,2,185,9,4.5,8,6,3,5,No
4.2.2,0,0,194,0,0,0,0,0,0,No
4.2.2,0,0,346,0,0,0,0,0,0,No
4.2.2,1,1,309,5,5,5,5,5,5,No
4.2.2,5,3,363,19,3.8,6,13,2.6,5,Yes
4.2.2,0,0,84,0,0,0,0,0,0,No
4.2.2,0,0,53,0,0,0,0,0,0,No
4.2.2,0,0,132,0,0,0,0,0,0,No
4.2.2,0,0,4088,0,0,0,0,0,0,No
4.2.2,4,2,721,76,19,41,30,7.5,16,Yes
4.2.2,0,0,47,0,0,0,0,0,0,No
4.2.2,0,0,101,0,0,0,0,0,0,No
4.2.2,2,1,517,37,18.5,33,27,13.5,17,No
4.2.2,1,1,327,1,1,1,1,1,1,No
4.2.2,2,2,274,2,1,1,1,0.5,1,No
4.2.2,0,0,136,0,0,0,0,0,0,No
4.2.2,0,0,56,0,0,0,0,0,0,No
4.2.2,0,0,74,0,0,0,0,0,0,No
4.2.2,3,2,361,9,3,4,8,2.666667,3,No
4.2.2,0,0,174,0,0,0,0,0,0,No
4.2.2,0,0,148,0,0,0,0,0,0,No
4.2.2,0,0,92,0,0,0,0,0,0,No
4.2.2,0,0,45,0,0,0,0,0,0,No
4.2.2,0,0,168,0,0,0,0,0,0,No
4.2.2,0,0,77,0,0,0,0,0,0,No
4.2.2,0,0,667,0,0,0,0,0,0,No
4.2.2,0,0,88,0,0,0,0,0,0,No
4.2.2,1,1,263,1,1,1,1,1,1,No
4.2.2,0,0,54,0,0,0,0,0,0,No
4.2.2,1,1,51,5,5,5,3,3,3,No
4.2.2,1,1,132,132,132,132,132,132,132,No
4.2.2,1,1,160,23,23,23,20,20,20,Yes
4.2.2,0,0,152,0,0,0,0,0,0,No
4.2.2,0,0,39,0,0,0,0,0,0,No
4.2.2,1,1,677,677,677,677,677,677,677,No
4.2.2,0,0,131,0,0,0,0,0,0,No
4.2.2,0,0,47,0,0,0,0,0,0,No
4.2.2,0,0,129,0,0,0,0,0,0,No
4.2.2,0,0,43,0,0,0,0,0,0,No
4.2.2,1,1,257,53,53,53,14,14,14,No
4.2.2,1,1,356,356,356,356,356,356,356,No
4.2.2,0,0,62,0,0,0,0,0,0,No
4.2.2,0,0,45,0,0,0,0,0,0,No
4.2.2,0,0,97,0,0,0,0,0,0,No
4.2.2,0,0,476,0,0,0,0,0,0,No
4.2.2,0,0,77,0,0,0,0,0,0,No
4.2.2,0,0,69,0,0,0,0,0,0,No
4.2.2,0,0,104,0,0,0,0,0,0,No
4.2.2,0,0,115,0,0,0,0,0,0,No
4.2.2,0,0,421,0,0,0,0,0,0,No
4.2.2,0,0,61,0,0,0,0,0,0,No
4.2.2,0,0,2009,0,0,0,0,0,0,No
4.2.2,0,0,179,0,0,0,0,0,0,No
4.2.2,0,0,106,0,0,0,0,0,0,No
4.2.2,0,0,33,0,0,0,0,0,0,No
4.2.2,0,0,657,0,0,0,0,0,0,No
4.2.2,0,0,295,0,0,0,0,0,0,No
4.2.2,0,0,872,0,0,0,0,0,0,No
4.2.2,0,0,444,0,0,0,0,0,0,No
4.2.2,0,0,168,0,0,0,0,0,0,No
4.2.2,0,0,752,0,0,0,0,0,0,No
4.2.2,0,0,135,0,0,0,0,0,0,No
4.2.2,0,0,1126,0,0,0,0,0,0,No
4.2.2,0,0,163,0,0,0,0,0,0,No
4.2.2,0,0,184,0,0,0,0,0,0,No
4.2.2,0,0,51,0,0,0,0,0,0,No
4.2.2,0,0,25,0,0,0,0,0,0,No
4.2.2,0,0,180,0,0,0,0,0,0,No
4.2.2,0,0,64,0,0,0,0,0,0,No
4.2.2,0,0,101,0,0,0,0,0,0,No
4.2.2,0,0,512,0,0,0,0,0,0,No
4.2.2,0,0,187,0,0,0,0,0,0,No
4.2.2,0,0,56,0,0,0,0,0,0,No
4.2.2,0,0,39,0,0,0,0,0,0,No
4.2.2,0,0,261,0,0,0,0,0,0,No
4.2.2,0,0,73,0,0,0,0,0,0,No
4.2.2,0,0,65,0,0,0,0,0,0,No
4.2.2,0,0,329,0,0,0,0,0,0,No
4.2.2,0,0,64,0,0,0,0,0,0,No
4.2.2,0,0,164,0,0,0,0,0,0,No
4.2.2,0,0,624,0,0,0,0,0,0,No
4.2.2,0,0,74,0,0,0,0,0,0,No
4.2.2,0,0,117,0,0,0,0,0,0,No
4.2.2,0,0,84,0,0,0,0,0,0,No
4.2.2,0,0,226,0,0,0,0,0,0,No
4.2.2,0,0,76,0,0,0,0,0,0,No
4.2.2,0,0,323,0,0,0,0,0,0,No
4.2.2,0,0,72,0,0,0,0,0,0,No
4.2.2,0,0,42,0,0,0,0,0,0,No
4.2.2,0,0,48,0,0,0,0,0,0,No
4.2.2,0,0,89,0,0,0,0,0,0,No
4.2.2,0,0,380,0,0,0,0,0,0,No
4.2.2,0,0,141,0,0,0,0,0,0,No
4.2.2,0,0,148,0,0,0,0,0,0,No
4.2.2,0,0,191,0,0,0,0,0,0,No
4.2.2,0,0,46,0,0,0,0,0,0,No
4.2.2,0,0,165,0,0,0,0,0,0,No
4.2.2,0,0,171,0,0,0,0,0,0,No
4.2.2,0,0,56,0,0,0,0,0,0,No
4.2.2,0,0,179,0,0,0,0,0,0,No
4.2.2,0,0,74,0,0,0,0,0,0,No
4.2.2,0,0,36,0,0,0,0,0,0,No
4.2.2,0,0,37,0,0,0,0,0,0,No
4.2.2,0,0,34,0,0,0,0,0,0,No
4.2.2,0,0,34,0,0,0,0,0,0,No
4.2.2,0,0,38,0,0,0,0,0,0,No
4.2.2,0,0,39,0,0,0,0,0,0,No
4.2.2,0,0,156,0,0,0,0,0,0,No
4.2.2,0,0,84,0,0,0,0,0,0,No
4.2.2,0,0,117,0,0,0,0,0,0,No
4.2.2,0,0,94,0,0,0,0,0,0,No
4.2.2,0,0,71,0,0,0,0,0,0,No
4.2.2,0,0,183,0,0,0,0,0,0,No
4.2.2,0,0,85,0,0,0,0,0,0,No
4.2.2,0,0,183,0,0,0,0,0,0,No
4.2.2,0,0,70,0,0,0,0,0,0,No
4.2.2,0,0,54,0,0,0,0,0,0,No
4.2.2,0,0,160,0,0,0,0,0,0,No
4.2.2,1,1,128,5,5,5,3,3,3,No
4.2.2,0,0,151,0,0,0,0,0,0,No
4.2.2,0,0,422,0,0,0,0,0,0,No
4.2.2,0,0,221,0,0,0,0,0,0,No
4.2.2,0,0,50,0,0,0,0,0,0,No
4.2.2,0,0,42,0,0,0,0,0,0,No
4.2.2,0,0,624,0,0,0,0,0,0,No
4.2.2,0,0,377,0,0,0,0,0,0,No
4.2.2,1,1,382,9,9,9,1,1,1,No
4.2.2,0,0,72,0,0,0,0,0,0,No
4.2.2,0,0,92,0,0,0,0,0,0,No
4.2.2,0,0,282,0,0,0,0,0,0,No
4.2.2,0,0,371,0,0,0,0,0,0,No
4.2.2,0,0,47,0,0,0,0,0,0,No
4.2.2,0,0,108,0,0,0,0,0,0,No
4.2.2,0,0,111,0,0,0,0,0,0,No
4.2.2,0,0,319,0,0,0,0,0,0,No
4.2.2,0,0,129,0,0,0,0,0,0,No
4.2.2,0,0,49,0,0,0,0,0,0,No
4.2.2,0,0,358,0,0,0,0,0,0,No
4.2.2,0,0,277,0,0,0,0,0,0,No
4.2.2,0,0,49,0,0,0,0,0,0,No
4.2.2,0,0,89,0,0,0,0,0,0,No
4.2.2,0,0,41,0,0,0,0,0,0,No
4.2.2,0,0,66,0,0,0,0,0,0,No
4.2.2,0,0,63,0,0,0,0,0,0,No
4.2.2,0,0,24,0,0,0,0,0,0,No
4.2.2,0,0,50,0,0,0,0,0,0,No
4.2.2,0,0,72,0,0,0,0,0,0,No
4.2.2,0,0,47,0,0,0,0,0,0,No
4.2.2,0,0,47,0,0,0,0,0,0,No
4.2.2,0,0,183,0,0,0,0,0,0,No
4.2.2,0,0,49,0,0,0,0,0,0,No
4.2.2,0,0,50,0,0,0,0,0,0,No
4.2.2,0,0,98,0,0,0,0,0,0,No
4.2.2,0,0,143,0,0,0,0,0,0,No
4.2.2,0,0,43,0,0,0,0,0,0,No
4.2.2,0,0,42,0,0,0,0,0,0,No
4.2.2,0,0,56,0,0,0,0,0,0,No
4.2.2,0,0,44,0,0,0,0,0,0,No
4.2.2,0,0,26,0,0,0,0,0,0,No
4.2.2,0,0,254,0,0,0,0,0,0,No
4.2.2,0,0,16883,0,0,0,0,0,0,No
4.2.2,0,0,74,0,0,0,0,0,0,No
4.2.2,0,0,153,0,0,0,0,0,0,No
4.2.2,0,0,68,0,0,0,0,0,0,No
4.2.2,0,0,100,0,0,0,0,0,0,No
4.2.2,0,0,550,0,0,0,0,0,0,No
4.2.2,0,0,437,0,0,0,0,0,0,No
4.2.2,0,0,1038,0,0,0,0,0,0,No
4.2.2,0,0,104,0,0,0,0,0,0,No
4.2.2,0,0,332,0,0,0,0,0,0,No
4.2.2,0,0,123,0,0,0,0,0,0,No
4.2.2,0,0,106,0,0,0,0,0,0,No
4.2.2,1,1,106,1,1,1,0,0,0,No
4.2.2,0,0,94,0,0,0,0,0,0,No
4.2.2,0,0,101,0,0,0,0,0,0,No
4.2.2,0,0,38,0,0,0,0,0,0,No
4.2.2,0,0,628,0,0,0,0,0,0,Yes
4.2.2,0,0,32,0,0,0,0,0,0,No
4.2.2,0,0,111,0,0,0,0,0,0,No
4.2.2,0,0,35,0,0,0,0,0,0,No
4.2.2,0,0,90,0,0,0,0,0,0,No
4.2.2,0,0,27,0,0,0,0,0,0,No
4.2.2,0,0,28,0,0,0,0,0,0,No
4.2.2,0,0,92,0,0,0,0,0,0,No
4.2.2,1,1,979,28,28,28,23,23,23,No
4.2.2,0,0,67,0,0,0,0,0,0,No
4.2.2,0,0,29,0,0,0,0,0,0,No
4.2.2,0,0,105,0,0,0,0,0,0,No
4.2.2,0,0,72,0,0,0,0,0,0,No
4.2.2,0,0,37,0,0,0,0,0,0,No
4.2.2,0,0,47,0,0,0,0,0,0,No
4.2.2,0,0,31,0,0,0,0,0,0,No
4.2.2,0,0,90,0,0,0,0,0,0,No
4.2.2,0,0,223,0,0,0,0,0,0,No
4.2.2,0,0,214,0,0,0,0,0,0,No
4.2.2,0,0,107,0,0,0,0,0,0,No
4.2.2,0,0,37,0,0,0,0,0,0,No
4.2.2,0,0,27,0,0,0,0,0,0,No
4.2.2,0,0,48,0,0,0,0,0,0,No
4.2.2,0,0,167,0,0,0,0,0,0,No
4.2.2,0,0,213,0,0,0,0,0,0,No
4.2.2,0,0,867,0,0,0,0,0,0,No
4.2.2,0,0,159,0,0,0,0,0,0,No
4.2.2,0,0,100,0,0,0,0,0,0,No
4.2.2,0,0,96,0,0,0,0,0,0,No
4.2.2,0,0,842,0,0,0,0,0,0,No
4.2.2,1,1,535,15,15,15,10,10,10,No
4.2.2,0,0,83,0,0,0,0,0,0,No
4.2.2,0,0,63,0,0,0,0,0,0,No
4.2.2,0,0,76,0,0,0,0,0,0,No
4.2.2,0,0,202,0,0,0,0,0,0,No
4.2.2,0,0,155,0,0,0,0,0,0,No
4.2.2,0,0,1263,0,0,0,0,0,0,No
4.2.2,0,0,74,0,0,0,0,0,0,No
4.2.2,0,0,101,0,0,0,0,0,0,No
4.2.2,0,0,27,0,0,0,0,0,0,No
4.2.2,0,0,22,0,0,0,0,0,0,No
4.2.2,0,0,491,0,0,0,0,0,0,No
4.2.2,0,0,62,0,0,0,0,0,0,No
4.2.2,0,0,59,0,0,0,0,0,0,No
4.2.2,0,0,99,0,0,0,0,0,0,No
4.2.2,0,0,27,0,0,0,0,0,0,No
4.2.2,0,0,77,0,0,0,0,0,0,No
4.2.2,2,2,863,37,18.5,35,17,8.5,16,No
4.2.2,0,0,64,0,0,0,0,0,0,No
4.2.2,0,0,45,0,0,0,0,0,0,No
4.2.2,0,0,63,0,0,0,0,0,0,No
4.2.2,0,0,54,0,0,0,0,0,0,No
4.2.2,0,0,64,0,0,0,0,0,0,No
4.2.2,0,0,132,0,0,0,0,0,0,No
4.2.2,1,1,182,8,8,8,5,5,5,No
4.2.2,0,0,70,0,0,0,0,0,0,No
4.2.2,0,0,36,0,0,0,0,0,0,No
4.2.2,0,0,58,0,0,0,0,0,0,No
4.2.2,0,0,62,0,0,0,0,0,0,No
4.2.2,0,0,132,0,0,0,0,0,0,No
4.2.2,0,0,74,0,0,0,0,0,0,No
4.2.2,0,0,86,0,0,0,0,0,0,No
4.2.2,0,0,74,0,0,0,0,0,0,No
4.2.2,0,0,48,0,0,0,0,0,0,No
4.2.2,0,0,74,0,0,0,0,0,0,No
4.2.2,0,0,86,0,0,0,0,0,0,No
4.2.2,0,0,355,0,0,0,0,0,0,No
4.2.2,0,0,53,0,0,0,0,0,0,No
4.2.2,0,0,804,0,0,0,0,0,0,No
4.2.2,0,0,75,0,0,0,0,0,0,No
4.2.2,0,0,125,0,0,0,0,0,0,No
4.2.2,0,0,200,0,0,0,0,0,0,No
4.2.2,0,0,134,0,0,0,0,0,0,No
4.2.2,0,0,57,0,0,0,0,0,0,No
4.2.2,0,0,123,0,0,0,0,0,0,No
4.2.2,0,0,266,0,0,0,0,0,0,Yes
4.2.2,0,0,162,0,0,0,0,0,0,No
4.2.2,0,0,130,0,0,0,0,0,0,Yes
4.2.2,0,0,108,0,0,0,0,0,0,Yes
4.2.2,0,0,354,0,0,0,0,0,0,Yes
4.2.2,0,0,88,0,0,0,0,0,0,Yes
4.2.2,0,0,28,0,0,0,0,0,0,No
4.2.2,0,0,58,0,0,0,0,0,0,No
4.2.2,0,0,308,0,0,0,0,0,0,Yes
4.2.2,0,0,343,0,0,0,0,0,0,Yes
4.2.2,0,0,104,0,0,0,0,0,0,No
4.2.2,0,0,35,0,0,0,0,0,0,No
4.2.2,0,0,98,0,0,0,0,0,0,No
4.2.2,0,0,117,0,0,0,0,0,0,No
