@relation bookkeeper2Testing-weka.filters.unsupervised.attribute.Remove-R2

@attribute Version {4.1.0}
@attribute NR numeric
@attribute NAUTHORS numeric
@attribute LOC numeric
@attribute LOC_ADDED numeric
@attribute AVGLOCADDED numeric
@attribute MAXLOCADDED numeric
@attribute CHURN numeric
@attribute AVGCHURN numeric
@attribute MAXCHURN numeric
@attribute BUGGY {No,Yes}

@data
4.1.0,0,0,83,0,0,0,0,0,0,No
4.1.0,0,0,74,0,0,0,0,0,0,No
4.1.0,0,0,48,0,0,0,0,0,0,No
4.1.0,0,0,60,0,0,0,0,0,0,No
4.1.0,1,1,86,18,18,18,16,16,16,No
4.1.0,3,1,355,253,84,241,186,62,174,No
4.1.0,0,0,53,0,0,0,0,0,0,No
4.1.0,4,1,612,185,46,98,160,40,92,Yes
4.1.0,0,0,39,0,0,0,0,0,0,No
4.1.0,0,0,78,0,0,0,0,0,0,Yes
4.1.0,1,1,85,24,24,24,21,21,21,Yes
4.1.0,0,0,31,0,0,0,0,0,0,No
4.1.0,0,0,57,0,0,0,0,0,0,No
4.1.0,1,1,108,4,4,4,4,4,4,No
4.1.0,1,1,32,1,1,1,0,0,0,No
4.1.0,0,0,227,0,0,0,0,0,0,No
4.1.0,1,1,201,4,4,4,4,4,4,No
4.1.0,1,1,80,5,5,5,5,5,5,No
4.1.0,0,0,28,0,0,0,0,0,0,No
4.1.0,1,1,57,5,5,5,5,5,5,No
4.1.0,2,1,446,18,9,17,17,8,17,No
4.1.0,0,0,104,0,0,0,0,0,0,No
4.1.0,1,1,35,1,1,1,0,0,0,No
4.1.0,0,0,98,0,0,0,0,0,0,No
4.1.0,0,0,79,0,0,0,0,0,0,No
